FPR SUN,FPR Places,FPR DTD,FPR iNaturalist,AUC SUN,AUC Places,AUC DTD,AUC iNaturalist,Combination,Average FPR,Average AUC
0.3571,0.4477,0.350177304964539,0.0773,0.918474643,0.8933919110000001,0.9215645780141845,0.983488322,"[0, 1, 2, 4, 5, 7, 8, 9, 10, 11]",0.30806932624113476,0.9292298635035462
0.3781,0.4752,0.325709219858156,0.089,0.91509761,0.8867255129999999,0.9285722960992908,0.98163471,"[0, 1, 3, 4, 5, 6, 7, 8, 10, 11]",0.31700230496453896,0.9280075322748227
0.3384,0.4301,0.3361702127659574,0.0883,0.923118882,0.898385017,0.926116109929078,0.981608358,"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11]",0.29824255319148935,0.9323070917322696
0.3409,0.4346,0.3289007092198581,0.0845,0.922863714,0.897168636,0.9275633280141844,0.982573591,"[0, 1, 2, 4, 6, 7, 8, 9, 10, 11]",0.2972251773049645,0.9325423172535461
0.3893,0.4927,0.3328014184397163,0.0886,0.911845878,0.881628155,0.9277919095744682,0.981678467,"[0, 2, 3, 4, 5, 6, 7, 8, 10, 11]",0.32585035460992906,0.925736102393617
0.3604,0.4611,0.3446808510638298,0.0757,0.917925868,0.8903320190000001,0.9249858315602836,0.984204573,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11]",0.3104702127659575,0.9293620728900709
0.3549,0.4501,0.3429078014184397,0.0746,0.91913522,0.8930184050000001,0.9238975124113472,0.984064728,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11]",0.3056269503546099,0.9300289663528368
0.3754,0.4817,0.3475177304964539,0.0923,0.912936479,0.8838272519999999,0.9240837641843972,0.98095285,"[0, 1, 2, 3, 5, 6, 7, 9, 10, 11]",0.32422943262411347,0.9254500862960993
0.3903,0.4948,0.3352836879432624,0.0886,0.9115298779999998,0.8812077920000001,0.9269531560283688,0.981764946,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",0.3272459219858156,0.9253639430070921
0.4002,0.5022,0.3789007092198581,0.1123,0.91339096,0.8814849240000001,0.9147054148936172,0.977317826,"[0, 1, 2, 3, 4, 5, 7, 8, 11]",0.34840017730496453,0.9217247812234044
0.3797,0.4865,0.3427304964539007,0.0881,0.912451379,0.8823178460000001,0.9252687411347518,0.981813351,"[0, 1, 2, 4, 5, 6, 7, 9, 10, 11]",0.3242576241134752,0.925462829283688
0.379,0.4828,0.3959219858156028,0.0922,0.91838096,0.8873146009999999,0.911135058510638,0.9808597140000002,"[0, 1, 2, 3, 4, 5, 8, 9, 11]",0.3374804964539007,0.9244225833776595
0.3445,0.4494,0.3641843971631205,0.0967,0.926199093,0.8961927279999999,0.9188667535460991,0.980116798,"[0, 1, 2, 3, 4, 7, 8, 9, 11]",0.31369609929078013,0.9303438431365249
0.3684,0.4675,0.3462765957446808,0.0736,0.916162451,0.888358573,0.923334710992908,0.984174724,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11]",0.3139441489361702,0.928007614748227
0.3401,0.4363,0.326595744680851,0.0813,0.923441232,0.896742277,0.9296625638297872,0.983189641,"[0, 1, 3, 4, 6, 7, 8, 9, 10, 11]",0.2960739361702127,0.9332589284574468
0.3723,0.477,0.3448581560283688,0.075,0.914830922,0.885509603,0.9242507907801418,0.9842485239999998,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 11]",0.31728953900709217,0.9272099599450354
0.409,0.5207,0.3804964539007092,0.1119,0.911302642,0.877611006,0.9151299255319147,0.977126068,"[0, 1, 2, 3, 4, 5, 6, 8, 11]",0.3555241134751773,0.9202924103829787
0.3692,0.4831,0.349645390070922,0.116,0.919436292,0.886956151,0.9226761418439716,0.976341161,"[0, 1, 2, 3, 4, 6, 7, 8, 11]",0.32948634751773054,0.926352436460993
0.3508,0.4618,0.3654255319148936,0.0959,0.924873566,0.8931687669999999,0.9200776985815604,0.980244295,"[0, 1, 2, 3, 4, 6, 8, 9, 11]",0.3184813829787234,0.9295910816453901
0.3685,0.4673,0.349822695035461,0.0739,0.915857187,0.887959017,0.9224745567375886,0.984246602,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",0.31488067375886525,0.9276343406843972
0.3731,0.4784,0.349822695035461,0.0743,0.914514383,0.8851235879999999,0.9233987375886524,0.98432926,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11]",0.31890567375886525,0.926841492147163
0.3422,0.4328,0.3315602836879432,0.0861,0.9220718,0.89901902,0.9269962588652484,0.982208087,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11]",0.29816507092198585,0.9325737914663121
0.3422,0.4378,0.3579787234042553,0.0948,0.926236483,0.899246265,0.919131324468085,0.980033649,"[0, 1, 2, 3, 5, 7, 8, 9, 11]",0.30819468085106383,0.9311619303670213
0.3509,0.4524,0.3246453900709219,0.0796,0.92064419,0.8922174299999999,0.929226140070922,0.983307651,"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11]",0.30188634751773047,0.9313488527677305
0.3792,0.4898,0.3382978723404255,0.0858,0.913044534,0.88181608,0.927288975177305,0.982382939,"[0, 1, 3, 4, 5, 6, 7, 9, 10, 11]",0.3232744680851064,0.9261331320443262
0.3513,0.4548,0.3308510638297872,0.0793,0.920357167,0.891831026,0.9284237322695036,0.983391747,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",0.3040627659574468,0.931000918067376
0.3697,0.4761,0.3482269503546099,0.1189,0.919410626,0.8901342059999999,0.9225766755319148,0.976069036,"[0, 1, 2, 3, 5, 6, 7, 8, 11]",0.3282317375886525,0.9270476358829787
0.349,0.4511,0.3611702127659574,0.0962,0.924725282,0.896067054,0.9201156773049646,0.980058236,"[0, 1, 2, 3, 5, 6, 8, 9, 11]",0.31436755319148935,0.9302415623262411
0.3442,0.4426,0.35,0.0877,0.925787826,0.8979603119999999,0.9208606081560282,0.9811578159999998,"[0, 1, 2, 4, 5, 7, 8, 9, 11]",0.306125,0.9314416405390069
0.374,0.4808,0.3409574468085106,0.1112,0.918900498,0.8888572130000001,0.9241687854609928,0.977310009,"[0, 1, 2, 4, 5, 6, 7, 8, 11]",0.32673936170212764,0.9273091263652482
0.341,0.4346,0.3273049645390071,0.0841,0.922627314,0.8985647430000001,0.9291012535460992,0.982809217,"[0, 1, 3, 5, 6, 7, 8, 9, 10, 11]",0.2967512411347518,0.9332756318865247
0.3528,0.4563,0.3524822695035461,0.0902,0.924266797,0.894746552,0.9217185744680852,0.981179183,"[0, 1, 2, 4, 5, 6, 8, 9, 11]",0.3129455673758865,0.9304777766170214
0.3988,0.515,0.3803191489361702,0.1033,0.913462496,0.878318038,0.9150927836879432,0.978877977,"[0, 1, 2, 3, 4, 5, 7, 9, 11]",0.3493547872340425,0.9214378236719858
0.3252,0.4262,0.3336879432624113,0.1025,0.930658875,0.90325731,0.9258248421985816,0.978822016,"[0, 1, 2, 3, 6, 7, 8, 9, 11]",0.29689698581560287,0.9346407607996454
0.3914,0.5059,0.3382978723404255,0.0864,0.90985852,0.876767533,0.9265582553191488,0.982406265,"[0, 2, 3, 4, 5, 6, 7, 9, 10, 11]",0.3304994680851064,0.9238976433297872
0.3709,0.4938,0.350709219858156,0.1078,0.919556967,0.883814922,0.9231769379432624,0.978034621,"[0, 1, 2, 3, 4, 6, 7, 9, 11]",0.330802304964539,0.9261458619858156
0.3256,0.4273,0.3234042553191489,0.0968,0.930478231,0.902209292,0.9277086418439716,0.980103149,"[0, 1, 2, 4, 6, 7, 8, 9, 11]",0.2932760638297872,0.935124828460993
0.4323,0.5528,0.3712765957446808,0.1302,0.905154454,0.867237659,0.9179914822695036,0.974292481,"[0, 1, 2, 3, 4, 5, 6, 7, 11]",0.3716441489361702,0.9161690190673759
0.3908,0.5059,0.3404255319148936,0.0846,0.909561464,0.876382773,0.9257023457446808,0.982487593,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]",0.33043138297872343,0.9235335439361703
0.3424,0.4449,0.3432624113475177,0.0842,0.926512624,0.8976543250000001,0.923506519503546,0.981947473,"[0, 1, 3, 4, 5, 7, 8, 9, 11]",0.30369060283687943,0.9324052353758865
0.3452,0.4377,0.3219858156028369,0.0799,0.92192369,0.8968386610000001,0.929945804964539,0.983460979,"[0, 1, 4, 5, 6, 7, 8, 9, 10, 11]",0.2961964539007092,0.9330422837411347
0.3511,0.4479,0.326595744680851,0.0822,0.91990683,0.8941855609999998,0.9286875585106382,0.982948596,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 11]",0.3019489361702128,0.9314321363776594
0.4081,0.5297,0.3847517730496453,0.1049,0.910966932,0.8739326270000001,0.9151147783687944,0.978505855,"[0, 1, 2, 3, 4, 5, 6, 9, 11]",0.3568629432624113,0.9196300480921986
0.3517,0.4493,0.3292553191489362,0.082,0.919627263,0.893826986,0.9278865531914896,0.983029093,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]",0.30306382978723406,0.9310924737978723
0.3492,0.4574,0.3448581560283688,0.086,0.924980983,0.8944538479999999,0.9243608528368794,0.981953128,"[0, 1, 3, 4, 5, 6, 8, 9, 11]",0.3093645390070922,0.9314372029592197
0.3695,0.4822,0.3370567375886524,0.108,0.919601304,0.888414152,0.9265516524822694,0.978183553,"[0, 1, 3, 4, 5, 6, 7, 8, 11]",0.32418918439716315,0.9281876653705674
0.3569,0.4551,0.324290780141844,0.0781,0.91927651,0.892574222,0.9295535336879432,0.983619478,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11]",0.303597695035461,0.9312559359219857
0.3697,0.4851,0.3489361702127659,0.1094,0.919265476,0.886790975,0.9229843191489364,0.977708605,"[0, 1, 2, 3, 5, 6, 7, 9, 11]",0.32828404255319144,0.926687343787234
0.3245,0.4281,0.3198581560283688,0.0916,0.931113086,0.901837733,0.9300646755319149,0.980941626,"[0, 1, 3, 4, 6, 7, 8, 9, 11]",0.2910145390070922,0.9359892801329788
0.357,0.4642,0.3478723404255319,0.0833,0.92322183,0.892440157,0.9228019751773048,0.982092088,"[0, 2, 3, 4, 5, 7, 8, 9, 11]",0.31309308510638295,0.9301390125443262
0.3569,0.4564,0.3297872340425531,0.079,0.9190129150000002,0.892237163,0.9287985691489362,0.983700647,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]",0.30552180851063826,0.930937323537234
0.3234,0.4187,0.3237588652482269,0.0949,0.929809688,0.904405352,0.9272177730496454,0.979708839,"[0, 1, 2, 5, 6, 7, 8, 9, 11]",0.2901897163120567,0.9352854130124114
0.3576,0.4658,0.350354609929078,0.0839,0.922873603,0.8920203830000001,0.9218440567375888,0.982185946,"[1, 2, 3, 4, 5, 7, 8, 9, 11]",0.3144136524822695,0.9297309971843972
0.3732,0.4892,0.3439716312056737,0.1047,0.918812695,0.88540839,0.9245651382978723,0.978870702,"[0, 1, 2, 4, 5, 6, 7, 9, 11]",0.32776790780141846,0.926914231324468
0.3641,0.478,0.3473404255319149,0.0854,0.921530216,0.889053791,0.9234611968085108,0.98201509,"[0, 2, 3, 4, 5, 6, 8, 9, 11]",0.3187101063829787,0.9290150734521277
0.3866,0.5001,0.3367021276595744,0.1054,0.915954236,0.882651983,0.9256336826241134,0.978258336,"[0, 2, 3, 4, 5, 6, 7, 8, 11]",0.3322005319148936,0.9256245594060284
0.3636,0.4804,0.3530141843971631,0.085,0.921181448,0.888654576,0.92251075,0.982114739,"[1, 2, 3, 4, 5, 6, 8, 9, 11]",0.32050354609929077,0.92861537825
0.385,0.5006,0.3398936170212766,0.1047,0.91560447,0.8822045700000001,0.9246836418439716,0.978375313,"[1, 2, 3, 4, 5, 6, 7, 8, 11]",0.3325484042553192,0.9252169987109929
0.3357,0.4466,0.3189716312056737,0.0914,0.928032154,0.8968074229999999,0.9295071081560284,0.9810989,"[0, 2, 3, 4, 6, 7, 8, 9, 11]",0.2981679078014184,0.9338613962890072
0.3377,0.4501,0.325,0.0921,0.927715437,0.8964106700000001,0.9286192606382978,0.981205388,"[1, 2, 3, 4, 6, 7, 8, 9, 11]",0.301225,0.9334876889095745
0.3568,0.4593,0.3212765957446808,0.0764,0.919626712,0.8918655879999999,0.9312812907801418,0.984026472,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.3034441489361702,0.9317000156950355
0.323,0.4218,0.3171985815602837,0.0932,0.930406953,0.90399544,0.929573090425532,0.980526772,"[0, 1, 3, 5, 6, 7, 8, 9, 11]",0.2887996453900709,0.936125563856383
0.3695,0.4905,0.3370567375886524,0.0996,0.919474029,0.884952561,0.9268404042553192,0.97967055,"[0, 1, 3, 4, 5, 6, 7, 9, 11]",0.32416418439716305,0.9277343860638299
0.357,0.4605,0.326063829787234,0.0765,0.919353917,0.8915065179999999,0.930497129432624,0.984092222,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.3050159574468085,0.931362446608156
0.3271,0.427,0.3159574468085106,0.0869,0.929674414,0.902304381,0.9306949468085106,0.981390484,"[0, 1, 4, 5, 6, 7, 8, 9, 11]",0.28923936170212766,0.9360160564521276
0.4123,0.5022,0.4108156028368794,0.1008,0.90728992,0.8793297769999999,0.9077129787234044,0.9797401650000002,"[0, 1, 2, 3, 4, 5, 8, 10, 11]",0.35652890070921983,0.9185182101808511
0.3353,0.4412,0.3209219858156028,0.0912,0.927410364,0.89914501,0.929052274822695,0.980715626,"[0, 2, 3, 5, 6, 7, 8, 9, 11]",0.29715549645390066,0.9340808187056737
0.3814,0.468,0.3826241134751773,0.1058,0.915306289,0.888013662,0.915188069148936,0.978961965,"[0, 1, 2, 3, 4, 7, 8, 10, 11]",0.3344560283687943,0.9243674962872339
0.3841,0.4801,0.3824468085106383,0.1015,0.914050727,0.8851604940000001,0.9164832712765958,0.979212481,"[0, 1, 2, 3, 4, 6, 8, 10, 11]",0.33703670212765957,0.923726743319149
0.3694,0.4779,0.325709219858156,0.0763,0.916421642,0.8868279,0.9298072340425532,0.984098503,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",0.312327304964539,0.9292888197606384
0.3376,0.4434,0.324290780141844,0.0916,0.927108612,0.8987766050000001,0.9281685460992908,0.980815428,"[1, 2, 3, 5, 6, 7, 8, 9, 11]",0.299222695035461,0.9337172977748228
0.3837,0.5101,0.3390070921985815,0.0972,0.9158999129999998,0.87926238,0.9259313634751772,0.97970309,"[0, 2, 3, 4, 5, 6, 7, 9, 11]",0.33250177304964534,0.9251991866187943
0.3847,0.5109,0.3453900709219858,0.0985,0.915565355,0.878860458,0.9249822021276596,0.979809152,"[1, 2, 3, 4, 5, 6, 7, 9, 11]",0.3348725177304964,0.9248042917819149
0.3349,0.4457,0.3154255319148936,0.0859,0.926776794,0.89760635,0.930197569148936,0.981595876,"[0, 2, 4, 5, 6, 7, 8, 9, 11]",0.2954813829787234,0.9340441472872341
0.337,0.4477,0.3189716312056737,0.0858,0.926501165,0.897261315,0.9293589840425532,0.981694808,"[1, 2, 4, 5, 6, 7, 8, 9, 11]",0.2973679078014184,0.9337040680106383
0.377,0.4594,0.3810283687943262,0.1031,0.915504442,0.891112416,0.9155553918439716,0.978968935,"[0, 1, 2, 3, 5, 7, 8, 10, 11]",0.33013209219858153,0.925285296210993
0.3828,0.4727,0.3803191489361702,0.1032,0.914086437,0.888134996,0.916649865248227,0.979123125,"[0, 1, 2, 3, 5, 6, 8, 10, 11]",0.3347547872340425,0.9244986058120568
0.4291,0.527,0.3987588652482269,0.1117,0.902714788,0.871007256,0.9117572890070922,0.977865466,"[0, 1, 2, 3, 4, 5, 7, 10, 11]",0.3666397163120567,0.915836199751773
0.3781,0.4644,0.3728723404255319,0.099,0.915064157,0.8898325629999999,0.9172036985815604,0.980103361,"[0, 1, 2, 4, 5, 7, 8, 10, 11]",0.32859308510638296,0.92555094489539
0.3865,0.478,0.3719858156028369,0.0962,0.913634843,0.886825944,0.918175820921986,0.98024641,"[0, 1, 2, 4, 5, 6, 8, 10, 11]",0.33317145390070924,0.9247207544804965
0.4047,0.5091,0.3723404255319149,0.1133,0.9090773920000002,0.8765352009999999,0.9197397358156028,0.977134662,"[0, 1, 2, 3, 4, 6, 7, 10, 11]",0.3498601063829787,0.9206217477039007
0.366,0.455,0.4040780141843971,0.0936,0.917231201,0.890831421,0.9096017535460994,0.981373626,"[0, 1, 2, 3, 4, 8, 9, 10, 11]",0.32966950354609925,0.9247595003865248
0.3551,0.4434,0.3569148936170213,0.1083,0.920343194,0.8952866850000001,0.9222743528368796,0.977893554,"[0, 1, 2, 3, 6, 7, 8, 10, 11]",0.3159287234042553,0.92894944645922
0.3349,0.4491,0.3104609929078014,0.0839,0.927131122,0.8968783330000001,0.9320949716312056,0.982150669,"[0, 3, 4, 5, 6, 7, 8, 9, 11]",0.2945902482269504,0.9345637739078014
0.4368,0.5416,0.400177304964539,0.1112,0.9003959130000001,0.866944382,0.911994475177305,0.977672632,"[0, 1, 2, 3, 4, 5, 6, 10, 11]",0.3724443262411347,0.9142518505443262
0.3363,0.4499,0.3141843971631206,0.0835,0.926831928,0.8965073990000001,0.9312339982269504,0.98223174,"[1, 3, 4, 5, 6, 7, 8, 9, 11]",0.29597109929078014,0.9342012663067377
0.3558,0.4442,0.3452127659574468,0.1028,0.920160827,0.894220606,0.924065241134752,0.979167389,"[0, 1, 2, 4, 6, 7, 8, 10, 11]",0.31200319148936173,0.929403515783688
0.3731,0.4632,0.3650709219858156,0.0923,0.916010439,0.889700515,0.9200617021276596,0.980970232,"[0, 1, 3, 4, 5, 7, 8, 10, 11]",0.3234177304964539,0.9266857220319149
0.3795,0.477,0.3609929078014184,0.0929,0.914572092,0.8867089619999999,0.9210384202127658,0.981091405,"[0, 1, 3, 4, 5, 6, 8, 10, 11]",0.3275982269503546,0.9258527198031914
0.3621,0.448,0.3975177304964539,0.0906,0.917369822,0.8937687839999999,0.9101836134751772,0.981437478,"[0, 1, 2, 3, 5, 8, 9, 10, 11]",0.3245544326241135,0.9256899243687943
0.4006,0.5006,0.3675531914893617,0.1156,0.908970944,0.879548099,0.9196826950354612,0.97691741,"[0, 1, 2, 3, 5, 6, 7, 10, 11]",0.3460882978723404,0.9212797870088653
0.3792,0.4791,0.3874113475177305,0.0999,0.913260277,0.88333005,0.913924640070922,0.9799287879999998,"[0, 1, 2, 3, 4, 7, 9, 10, 11]",0.3364028368794327,0.9226109387677304
0.3645,0.4499,0.3914893617021276,0.0842,0.917022288,0.892475873,0.9119036312056736,0.9825093,"[0, 1, 2, 4, 5, 8, 9, 10, 11]",0.3225223404255319,0.9259777730514185
0.3544,0.4448,0.3379432624113475,0.098,0.921000356,0.8940239999999999,0.9266340230496456,0.980073782,"[0, 1, 3, 4, 6, 7, 8, 10, 11]",0.30878581560283686,0.9304330402624114
0.3506,0.4696,0.3157801418439716,0.0834,0.92358977,0.89128224,0.9303896968085108,0.982238484,"[2, 3, 4, 5, 6, 7, 8, 9, 11]",0.3048450354609929,0.9318750477021276
0.4026,0.5001,0.3597517730496454,0.1096,0.908524225,0.878180111,0.9211851507092198,0.978072097,"[0, 1, 2, 4, 5, 6, 7, 10, 11]",0.34301294326241133,0.921490395927305
0.3863,0.481,0.3641843971631205,0.0906,0.912819685,0.8847435300000001,0.9195004539007092,0.981180632,"[0, 2, 3, 4, 5, 7, 8, 10, 11]",0.3305210992907801,0.9245610752251774
0.3407,0.4292,0.3696808510638298,0.0944,0.922650547,0.898325029,0.9178181790780142,0.98066223,"[0, 1, 2, 3, 6, 8, 9, 10, 11]",0.3084952127659575,0.9298639962695036
0.4138,0.5121,0.4193262411347517,0.0975,0.904826753,0.874139243,0.9059471631205672,0.980453562,"[0, 1, 2, 3, 4, 5, 9, 10, 11]",0.36068156028368786,0.9163416802801418
0.3537,0.4399,0.3452127659574468,0.103,0.919680004,0.896549959,0.9237281489361702,0.978877716,"[0, 1, 2, 5, 6, 7, 8, 10, 11]",0.31045319148936174,0.9297089569840425
