FPR SUN,FPR Places,FPR DTD,FPR iNaturalist,AUC SUN,AUC Places,AUC DTD,AUC iNaturalist,Combination,Average FPR,Average AUC
0.3717,0.4882,0.3361702127659574,0.1035,0.918499303,0.8856855379999999,0.9254041861702128,0.97824248,"[2, 3, 4, 5, 6, 7, 8, 11]",0.32489255319148935,0.9269578767925533
0.3671,0.4508,0.3978723404255319,0.1204,0.918602684,0.8937876499999999,0.9115720106382978,0.975866172,"[0, 1, 2, 3, 6, 8, 10, 11]",0.334043085106383,0.9249571291595744
0.368,0.4535,0.3920212765957447,0.1131,0.918575563,0.892894074,0.9138617074468084,0.977470431,"[0, 1, 2, 4, 6, 8, 10, 11]",0.33165531914893615,0.9257004438617021
0.3591,0.4377,0.4026595744680851,0.1237,0.9196506,0.896405675,0.9098718156028368,0.9754332570000002,"[0, 1, 2, 3, 7, 8, 10, 11]",0.33078989361702127,0.9253403369007093
0.3616,0.4423,0.3946808510638298,0.1155,0.919633244,0.8955339699999999,0.9123058847517732,0.977064138,"[0, 1, 2, 4, 7, 8, 10, 11]",0.32852021276595744,0.9261343091879433
0.4145,0.5061,0.4219858156028369,0.1307,0.907592714,0.8771963970000001,0.9066699078014184,0.974567611,"[0, 1, 2, 3, 4, 7, 10, 11]",0.36832145390070925,0.9165066574503545
0.3262,0.4387,0.3218085106382978,0.0917,0.930146032,0.899412799,0.9291584343971632,0.981045062,"[2, 3, 4, 6, 7, 8, 9, 11]",0.2946021276595744,0.9349405818492909
0.3866,0.4734,0.4063829787234042,0.1054,0.913494195,0.887697951,0.9087879255319148,0.979288023,"[0, 1, 3, 4, 5, 8, 10, 11]",0.34294574468085104,0.9223170236329787
0.3133,0.4119,0.3164893617021276,0.0934,0.932600455,0.906679884,0.9300546471631206,0.980337641,"[0, 3, 5, 6, 7, 8, 9, 11]",0.2837723404255319,0.9374181567907802
0.3587,0.477,0.3331560283687943,0.0993,0.922103545,0.88817419,0.9275577340425532,0.979534644,"[0, 3, 4, 5, 6, 7, 9, 11]",0.31703900709219857,0.9293425282606383
0.4207,0.5206,0.4241134751773049,0.1292,0.905628942,0.873457748,0.9074332535460992,0.974614254,"[0, 1, 2, 3, 4, 6, 10, 11]",0.3736533687943262,0.9152835493865248
0.361,0.451,0.3799645390070922,0.1058,0.919813367,0.893154663,0.9173321790780142,0.97871482,"[0, 1, 3, 4, 6, 8, 10, 11]",0.32444113475177305,0.9272537572695035
0.4092,0.496,0.4150709219858156,0.1289,0.908094473,0.880815192,0.9074450017730498,0.97472645,"[0, 1, 2, 3, 5, 7, 10, 11]",0.3622927304964539,0.9177702791932624
0.3138,0.4143,0.3203900709219858,0.0932,0.932336579,0.906365688,0.9291699840425532,0.980438086,"[1, 3, 5, 6, 7, 8, 9, 11]",0.28542251773049643,0.9370775842606383
0.3593,0.4791,0.3365248226950355,0.1001,0.921806494,0.8878301449999999,0.9266020567375888,0.979636686,"[1, 3, 4, 5, 6, 7, 9, 11]",0.3187562056737589,0.9289688454343972
0.4568,0.5431,0.4546099290780142,0.1297,0.897622,0.8666540349999999,0.8971552925531914,0.974936766,"[0, 1, 2, 3, 4, 5, 10, 11]",0.3960524822695035,0.9090920233882978
0.3564,0.4414,0.3822695035460993,0.1094,0.9208837909999998,0.895779739,0.9157871826241136,0.978351821,"[0, 1, 3, 4, 7, 8, 10, 11]",0.3223673758865248,0.9277006334060284
0.3624,0.4449,0.3872340425531915,0.1129,0.918482589,0.8956368760000001,0.9140464131205672,0.977405819,"[0, 1, 2, 5, 6, 8, 10, 11]",0.3268585106382979,0.9263929242801417
0.3544,0.4318,0.3863475177304964,0.1141,0.919702986,0.8984115850000001,0.9127100939716312,0.977105802,"[0, 1, 2, 5, 7, 8, 10, 11]",0.32166187943262414,0.9269826167429078
0.4097,0.4997,0.4033687943262411,0.1216,0.907793518,0.8796199399999999,0.9095591436170214,0.976206811,"[0, 1, 2, 4, 5, 7, 10, 11]",0.3585921985815603,0.9182948531542553
0.3165,0.4178,0.3138297872340425,0.0878,0.931815062,0.904921846,0.931109019503546,0.98118856,"[0, 4, 5, 6, 7, 8, 9, 11]",0.28398244680851065,0.9372586218758865
0.402,0.4918,0.4106382978723404,0.1015,0.910227489,0.882736044,0.9083461879432624,0.979650133,"[0, 2, 3, 4, 5, 8, 10, 11]",0.35148457446808506,0.9202399634858156
0.4173,0.5122,0.4138297872340425,0.1295,0.90597715,0.876968611,0.9080118882978724,0.974658938,"[0, 1, 2, 3, 5, 6, 10, 11]",0.36820744680851064,0.9164041468244681
0.3844,0.4778,0.3877659574468085,0.1348,0.913897982,0.885820313,0.9153987872340426,0.973754159,"[0, 1, 2, 3, 6, 7, 10, 11]",0.34619148936170213,0.9222178103085106
0.3182,0.4189,0.3168439716312057,0.0871,0.9315623519999998,0.9046339,0.9302794361702128,0.981290566,"[1, 4, 5, 6, 7, 8, 9, 11]",0.2852609929078014,0.9369415635425531
0.3854,0.481,0.3778368794326241,0.1251,0.913864591,0.884851796,0.9176472570921984,0.975386048,"[0, 1, 2, 4, 6, 7, 10, 11]",0.34233421985815604,0.9229374230230495
0.4016,0.4912,0.4129432624113475,0.0993,0.909900491,0.8823520869999999,0.9073302375886524,0.979773529,"[1, 2, 3, 4, 5, 8, 10, 11]",0.35126081560283684,0.919839086147163
0.3681,0.4554,0.3813829787234042,0.1066,0.917973623,0.891158879,0.9156703989361704,0.978806404,"[0, 2, 3, 4, 7, 8, 10, 11]",0.32787074468085103,0.9259023262340427
0.3745,0.4681,0.3796099290780141,0.1032,0.916748306,0.888348242,0.9170101631205676,0.979073096,"[0, 2, 3, 4, 6, 8, 10, 11]",0.33135248226950353,0.9252949517801419
0.4185,0.5154,0.4067375886524823,0.1228,0.905670709,0.875753086,0.9100109858156028,0.976139304,"[0, 1, 2, 4, 5, 6, 10, 11]",0.36585939716312055,0.9168935212039008
0.3582,0.4417,0.3781914893617021,0.1053,0.919662616,0.895843881,0.9174932340425532,0.978608046,"[0, 1, 3, 5, 6, 8, 10, 11]",0.3208478723404255,0.9279019442606382
0.3497,0.4322,0.3783687943262411,0.108,0.9208919649999998,0.898597373,0.9161583031914894,0.978345506,"[0, 1, 3, 5, 7, 8, 10, 11]",0.3170671985815603,0.9284982867978724
0.326,0.4322,0.3225177304964539,0.0913,0.929455075,0.901656382,0.928716258865248,0.980654396,"[2, 3, 5, 6, 7, 8, 9, 11]",0.29300443262411346,0.935120527966312
0.3666,0.4549,0.3829787234042553,0.1043,0.917667709,0.8907677360000001,0.9147250141843972,0.978933862,"[1, 2, 3, 4, 7, 8, 10, 11]",0.32719468085106385,0.9255235802960993
0.3743,0.4686,0.3829787234042553,0.1017,0.91644422,0.887978131,0.9160621152482268,0.979211483,"[1, 2, 3, 4, 6, 8, 10, 11]",0.33189468085106383,0.9249239873120567
0.4037,0.4981,0.3934397163120567,0.1142,0.909097418,0.879793281,0.9129716737588652,0.9774350049999998,"[0, 1, 3, 4, 5, 7, 10, 11]",0.35235992907801417,0.9198243444397163
0.3723,0.4979,0.3402482269503546,0.0985,0.918351825,0.882282241,0.9257679734042552,0.979699192,"[2, 3, 4, 5, 6, 7, 9, 11]",0.3272370567375887,0.9265253078510638
0.3372,0.4203,0.3634751773049645,0.1207,0.9242643490000002,0.902305797,0.9195212960992908,0.975904931,"[0, 1, 2, 6, 7, 8, 10, 11]",0.31041879432624114,0.9304990932748228
0.3488,0.4278,0.4214539007092198,0.1094,0.921123747,0.8986360179999999,0.9037335319148936,0.978039865,"[0, 1, 2, 3, 8, 9, 10, 11]",0.3268634751773049,0.9253832904787234
0.3507,0.4306,0.4117021276595745,0.1015,0.921180776,0.8977351389999999,0.9062624840425532,0.979586243,"[0, 1, 2, 4, 8, 9, 10, 11]",0.32362553191489357,0.9261911605106382
0.3603,0.4475,0.3693262411347517,0.1005,0.919068258,0.8943182930000001,0.9189380088652483,0.979707105,"[0, 1, 4, 5, 6, 8, 10, 11]",0.31940656028368797,0.9280079162163122
0.3543,0.436,0.3705673758865248,0.103,0.920311491,0.8971099020000001,0.917734469858156,0.97946026,"[0, 1, 4, 5, 7, 8, 10, 11]",0.31596684397163116,0.928654030714539
0.3797,0.479,0.3657801418439716,0.1185,0.915036301,0.884943732,0.9207143014184396,0.97664976,"[0, 1, 3, 4, 6, 7, 10, 11]",0.33574503546099294,0.9243360236046099
0.3275,0.4359,0.3193262411347518,0.0869,0.928786681,0.900070304,0.9298450283687943,0.98151994,"[2, 4, 5, 6, 7, 8, 9, 11]",0.29240656028368794,0.9350554883421985
0.4004,0.4918,0.4437943262411347,0.1157,0.909285607,0.879875878,0.9000333492907802,0.977281261,"[0, 1, 2, 3, 4, 9, 10, 11]",0.36292358156028365,0.916619023822695
0.4107,0.5133,0.3953900709219858,0.1143,0.906984594,0.875958967,0.9134353457446808,0.977349097,"[0, 1, 3, 4, 5, 6, 10, 11]",0.35842251773049644,0.9184320009361702
0.3646,0.4469,0.3774822695035461,0.1036,0.918076279,0.894143431,0.9160507092198582,0.978815286,"[0, 2, 3, 5, 7, 8, 10, 11]",0.3231455673758865,0.9267714263049646
0.3813,0.4724,0.3730496453900709,0.1262,0.913621942,0.887635491,0.9175895212765957,0.97518516,"[0, 1, 2, 5, 6, 7, 10, 11]",0.3382374113475177,0.9235080285691489
0.3716,0.4607,0.376595744680851,0.1033,0.916692932,0.891208502,0.9171814751773048,0.9789881,"[0, 2, 3, 5, 6, 8, 10, 11]",0.32804893617021275,0.9260177522943263
0.3621,0.4446,0.3792553191489362,0.1023,0.917779271,0.893781661,0.9151049131205672,0.9789354,"[1, 2, 3, 5, 7, 8, 10, 11]",0.322063829787234,0.9264003112801418
0.3454,0.4286,0.401950354609929,0.0958,0.922480994,0.898141691,0.9100669645390072,0.98078518,"[0, 1, 3, 4, 8, 9, 10, 11]",0.31793758865248223,0.9278687073847518
0.3309,0.4156,0.3533687943262411,0.114,0.925355235,0.902429649,0.9226621063829786,0.977197893,"[0, 1, 3, 6, 7, 8, 10, 11]",0.3034671985815603,0.9319112208457447
0.372,0.461,0.3801418439716312,0.1024,0.916396248,0.890863613,0.9162477375886524,0.97911674,"[1, 2, 3, 5, 6, 8, 10, 11]",0.3288854609929078,0.9256560846471631
0.4184,0.5138,0.3941489361702128,0.111,0.905723143,0.8745509370000001,0.9124892145390072,0.977765112,"[0, 2, 3, 4, 5, 7, 10, 11]",0.3593372340425532,0.9176321016347518
0.3457,0.4187,0.4056737588652482,0.1024,0.921195315,0.9004613450000001,0.906893760638298,0.97968835,"[0, 1, 2, 5, 8, 9, 10, 11]",0.31811843971631204,0.9270596926595744
0.3666,0.4509,0.3687943262411347,0.0987,0.917581989,0.8927917240000001,0.9176328865248228,0.979938806,"[0, 2, 4, 5, 7, 8, 10, 11]",0.3212485815602837,0.9269863513812058
0.3945,0.4809,0.4382978723404255,0.114,0.909724953,0.8833167960000001,0.9010711968085106,0.977492159,"[0, 1, 2, 3, 5, 9, 10, 11]",0.3569244680851064,0.9179012762021277
0.3626,0.4529,0.4109929078014184,0.1198,0.917437872,0.8917940469999999,0.9087113368794326,0.976615873,"[0, 1, 2, 3, 7, 9, 10, 11]",0.3365732269503546,0.9236397822198581
0.4188,0.5167,0.3978723404255319,0.1106,0.905413204,0.8741698999999999,0.9114755656028368,0.977891367,"[1, 2, 3, 4, 5, 7, 10, 11]",0.360993085106383,0.9172375091507092
0.3729,0.4651,0.3707446808510638,0.0967,0.916187377,0.889822714,0.9186417358156028,0.980098288,"[0, 2, 4, 5, 6, 8, 10, 11]",0.32636117021276595,0.9261875287039008
0.3668,0.4511,0.3718085106382979,0.0985,0.9173080649999998,0.892446383,0.9167400514184396,0.980054977,"[1, 2, 4, 5, 7, 8, 10, 11]",0.32205212765957447,0.9266373691046099
0.3632,0.4527,0.4014184397163121,0.1106,0.917483751,0.8908244489999999,0.9111598457446808,0.978166611,"[0, 1, 2, 4, 7, 9, 10, 11]",0.33197960992907805,0.9244086641861702
0.3314,0.4214,0.3452127659574468,0.1062,0.925029809,0.901162406,0.9243733439716312,0.978463536,"[0, 1, 4, 6, 7, 8, 10, 11]",0.3010531914893617,0.9322572737429078
0.3712,0.4634,0.3719858156028369,0.0966,0.915916492,0.8894996970000001,0.9177535833333336,0.980224194,"[1, 2, 4, 5, 6, 8, 10, 11]",0.3257964539007092,0.9258484915833334
0.3952,0.4829,0.4269503546099291,0.1066,0.909512733,0.882111721,0.903285920212766,0.978894902,"[0, 1, 2, 4, 5, 9, 10, 11]",0.35291258865248226,0.9184513190531914
0.3916,0.4969,0.3682624113475177,0.1138,0.911861729,0.8798581940000001,0.9203544822695032,0.976982155,"[0, 2, 3, 4, 6, 7, 10, 11]",0.3426406028368794,0.9222641400673758
0.3672,0.4612,0.4031914893617021,0.1165,0.916021455,0.8887142299999999,0.9100394946808512,0.976849303,"[0, 1, 2, 3, 6, 9, 10, 11]",0.33702287234042555,0.9229061206702127
0.3679,0.4654,0.3980496453900709,0.1082,0.916063509,0.887726503,0.9123601879432623,0.978388994,"[0, 1, 2, 4, 6, 9, 10, 11]",0.33488741134751776,0.9236347984858155
0.3741,0.4684,0.3638297872340426,0.119,0.91474113,0.887673507,0.920653530141844,0.976412641,"[0, 1, 3, 5, 6, 7, 10, 11]",0.33133244680851065,0.924870202035461
0.3916,0.498,0.3719858156028369,0.1137,0.911569154,0.8794944640000001,0.919410810283688,0.97712184,"[1, 2, 3, 4, 6, 7, 10, 11]",0.3438214539007092,0.9218990670709221
0.3575,0.4436,0.4021276595744681,0.0936,0.919734508,0.893817254,0.9100464663120568,0.981237348,"[0, 2, 3, 4, 8, 9, 10, 11]",0.32420691489361697,0.9262088940780142
0.3458,0.4328,0.3533687943262411,0.1099,0.922710672,0.8981127199999999,0.922669219858156,0.977686803,"[0, 2, 3, 6, 7, 8, 10, 11]",0.31046719858156024,0.930294853714539
0.4246,0.5276,0.3943262411347518,0.1118,0.903446863,0.8705304700000001,0.912764079787234,0.977592305,"[0, 2, 3, 4, 5, 6, 10, 11]",0.3645815602836879,0.9160834294468084
0.3379,0.418,0.3968085106382978,0.0952,0.922441123,0.900802141,0.9106562677304963,0.980841582,"[0, 1, 3, 5, 8, 9, 10, 11]",0.31197712765957447,0.928685278432624
0.322,0.3999,0.3780141843971631,0.1026,0.926225352,0.904762291,0.9146453812056738,0.978818515,"[0, 1, 2, 6, 8, 9, 10, 11]",0.3006285460992908,0.9311128848014184
0.3565,0.4452,0.4053191489361702,0.0936,0.919435055,0.8934732259999999,0.9090742056737589,0.981360309,"[1, 2, 3, 4, 8, 9, 10, 11]",0.3251547872340425,0.9258356989184398
0.3451,0.4325,0.3553191489361702,0.1078,0.922436891,0.8977640229999999,0.9217930567375886,0.977823408,"[1, 2, 3, 6, 7, 8, 10, 11]",0.3101797872340426,0.9299543446843971
0.4242,0.5303,0.401950354609929,0.1101,0.9031372329999998,0.8701676460000001,0.9117440815602836,0.977727344,"[1, 2, 3, 4, 5, 6, 10, 11]",0.3666375886524823,0.9156940761400709
0.3261,0.4391,0.3147163120567376,0.0842,0.929096798,0.8993122170000001,0.9317570159574468,0.982073054,"[3, 4, 5, 6, 7, 8, 9, 11]",0.29102907801418443,0.9355597712393617
0.344,0.4334,0.3436170212765957,0.1035,0.922474702,0.89697636,0.924396164893617,0.97895181,"[0, 2, 4, 6, 7, 8, 10, 11]",0.3061292553191489,0.9306997592234043
0.3587,0.4533,0.3893617021276596,0.1041,0.918707598,0.891056759,0.9145386152482268,0.979368839,"[0, 1, 3, 4, 7, 9, 10, 11]",0.32636542553191494,0.9259179528120568
0.3245,0.4003,0.3874113475177305,0.1096,0.926891317,0.906893563,0.9126313173758864,0.978270298,"[0, 1, 2, 7, 8, 9, 10, 11]",0.3054528368794326,0.9311716238439716
0.362,0.4502,0.3609929078014184,0.0933,0.918496507,0.892653138,0.9205354680851064,0.980821521,"[0, 3, 4, 5, 7, 8, 10, 11]",0.3166232269503546,0.9281266585212766
0.391,0.483,0.4163120567375886,0.1003,0.91087602,0.88243411,0.907016780141844,0.980039603,"[0, 1, 3, 4, 5, 9, 10, 11]",0.34765301418439715,0.920091628285461
0.3785,0.4731,0.3546099290780142,0.1124,0.914145582,0.886088234,0.9220806258865248,0.977536046,"[0, 1, 4, 5, 6, 7, 10, 11]",0.32965248226950356,0.9249626219716311
0.3446,0.435,0.3466312056737589,0.1028,0.922220368,0.896646662,0.9235599379432624,0.979084217,"[1, 2, 4, 6, 7, 8, 10, 11]",0.3072578014184397,0.9303777962358156
0.36,0.4461,0.3955673758865248,0.1114,0.917341286,0.8935776390000001,0.9115190319148936,0.978148478,"[0, 1, 2, 5, 7, 9, 10, 11]",0.3282668439716312,0.9251466087287235
0.3424,0.424,0.3900709219858156,0.088,0.921950376,0.8993063769999999,0.9123043723404256,0.981897015,"[0, 1, 4, 5, 8, 9, 10, 11]",0.3111177304964539,0.9288645350851064
0.3707,0.4651,0.3592198581560283,0.0928,0.917094055,0.8896974959999999,0.921551359929078,0.980959944,"[0, 3, 4, 5, 6, 8, 10, 11]",0.32195496453900707,0.9273257137322695
0.3609,0.4611,0.3840425531914894,0.1006,0.917275623,0.8879668690000001,0.9157388138297872,0.979559871,"[0, 1, 3, 4, 6, 9, 10, 11]",0.3266606382978724,0.9251352942074469
0.3622,0.4519,0.3659574468085106,0.0931,0.918204729,0.8922833370000001,0.9196185407801418,0.9809169,"[1, 3, 4, 5, 7, 8, 10, 11]",0.3182893617021277,0.9277558766950355
0.3691,0.4646,0.3609929078014184,0.0925,0.916798317,0.8893497210000001,0.920628689716312,0.981062812,"[1, 3, 4, 5, 6, 8, 10, 11]",0.3217982269503546,0.9269598849290781
0.3496,0.4347,0.3959219858156028,0.0913,0.919785101,0.8966379709999999,0.9106373226950356,0.981304893,"[0, 2, 3, 5, 8, 9, 10, 11]",0.3178804964539007,0.9270913219237589
0.3189,0.4017,0.3700354609929078,0.0987,0.927357869,0.905030271,0.9180804131205672,0.980014167,"[0, 1, 3, 6, 8, 9, 10, 11]",0.29733386524822697,0.9326206800301418
0.3869,0.4868,0.3629432624113475,0.1167,0.911662325,0.882759604,0.9203087216312058,0.976772416,"[0, 2, 3, 5, 6, 7, 10, 11]",0.3383358156028369,0.9228757666578014
0.3659,0.4555,0.3920212765957447,0.1082,0.91577138,0.890351015,0.91252484929078,0.978268185,"[0, 1, 2, 5, 6, 9, 10, 11]",0.3304053191489362,0.9242288573226951
0.3336,0.4129,0.3425531914893617,0.1083,0.924390349,0.903231727,0.9240415691489362,0.978145782,"[0, 1, 5, 6, 7, 8, 10, 11]",0.2993382978723404,0.932452356787234
0.3494,0.4367,0.399468085106383,0.0902,0.919491296,0.896319585,0.9096800939716312,0.981417709,"[1, 2, 3, 5, 8, 9, 10, 11]",0.31894202127659577,0.9267271709929078
0.3877,0.4891,0.3689716312056738,0.1158,0.911377706,0.8824223600000001,0.9193736560283688,0.976902796,"[1, 2, 3, 5, 6, 7, 10, 11]",0.34039290780141845,0.9225191295070923
0.3192,0.3989,0.375886524822695,0.1032,0.928045507,0.90716424,0.9160799592198582,0.97951156,"[0, 1, 3, 7, 8, 9, 10, 11]",0.29929663120567374,0.9327003165549645
0.3202,0.4062,0.3615248226950354,0.0909,0.927108166,0.903756183,0.919857569148936,0.981199794,"[0, 1, 4, 6, 8, 9, 10, 11]",0.2947062056737588,0.932980428037234
0.3697,0.4672,0.3870567375886525,0.1013,0.915846112,0.886449597,0.9144633085106384,0.979786592,"[0, 2, 3, 4, 7, 9, 10, 11]",0.3313141843971631,0.9241364023776596
0.3521,0.4383,0.3888297872340425,0.0851,0.919382729,0.89527584,0.9122905,0.98236604,"[0, 2, 4, 5, 8, 9, 10, 11]",0.3160824468085106,0.9273287772500001
0.3552,0.4448,0.3812056737588652,0.1029,0.918514998,0.8937459410000002,0.9148764024822696,0.979306072,"[0, 1, 3, 5, 7, 9, 10, 11]",0.3210264184397163,0.9266108533705675
0.3421,0.4339,0.3356382978723404,0.0985,0.923285634,0.8967704590000001,0.9270019432624114,0.979879364,"[0, 3, 4, 6, 7, 8, 10, 11]",0.3025345744680851,0.9317343500656028
0.37,0.4691,0.3911347517730496,0.0984,0.915557886,0.8861038750000001,0.9134983865248226,0.979905,"[1, 2, 3, 4, 7, 9, 10, 11]",0.3321586879432624,0.9237662868812057
0.3906,0.4894,0.3563829787234042,0.1096,0.911161567,0.8813141879999999,0.9217450070921984,0.977909598,"[0, 2, 4, 5, 6, 7, 10, 11]",0.336495744680851,0.9230325900230496
0.404,0.5005,0.4154255319148936,0.0964,0.907673555,0.8775080719999999,0.9066365070921985,0.980374052,"[0, 2, 3, 4, 5, 9, 10, 11]",0.3540813829787234,0.9180480465230496
0.3544,0.4418,0.3950354609929078,0.0849,0.919113287,0.894975909,0.9113846329787234,0.982475007,"[1, 2, 4, 5, 8, 9, 10, 11]",0.31903386524822697,0.9269872089946808
0.3424,0.4296,0.3680851063829787,0.115,0.922027475,0.897578046,0.9184980283687944,0.977056106,"[0, 1, 2, 6, 7, 9, 10, 11]",0.31377127659574466,0.9287899138421987
0.3175,0.4012,0.3693262411347517,0.0969,0.92780904,0.905913815,0.9179888226950356,0.980723984,"[0, 1, 4, 7, 8, 9, 10, 11]",0.2962315602836879,0.9331089154237588
0.33,0.4188,0.3680851063829787,0.0951,0.92486787,0.900997057,0.9181705762411349,0.980484768,"[0, 2, 3, 6, 8, 9, 10, 11]",0.3029962765957447,0.9311300678102836
0.3424,0.4336,0.3406028368794326,0.0984,0.923016351,0.896416013,0.9261461826241136,0.97998615,"[1, 3, 4, 6, 7, 8, 10, 11]",0.3037507092198582,0.9313911741560283
0.3919,0.4913,0.3579787234042553,0.1096,0.91089805,0.880997748,0.9208569982269504,0.9780397829999998,"[1, 2, 4, 5, 6, 7, 10, 11]",0.3376946808510638,0.9226981448067376
0.3732,0.4808,0.3849290780141844,0.0985,0.914268588,0.883188631,0.9154660319148936,0.979888202,"[0, 2, 3, 4, 6, 9, 10, 11]",0.3343572695035461,0.9232028632287235
0.3757,0.4711,0.3657801418439716,0.09,0.915125766,0.887455259,0.9191226790780144,0.981152084,"[2, 3, 4, 5, 7, 8, 10, 11]",0.32564503546099294,0.9257139470195036
0.4032,0.5015,0.4179078014184397,0.0958,0.907364658,0.8771693949999999,0.9056044113475178,0.980487392,"[1, 2, 3, 4, 5, 9, 10, 11]",0.35460195035460995,0.9176564640868794
0.3429,0.43,0.3421985815602837,0.1046,0.921915311,0.899201809,0.924065719858156,0.97866374,"[0, 2, 5, 6, 7, 8, 10, 11]",0.3049246453900709,0.930961644964539
0.3318,0.4197,0.3712765957446808,0.0941,0.924600306,0.9006936730000001,0.917276239361702,0.980611141,"[1, 2, 3, 6, 8, 9, 10, 11]",0.30421914893617025,0.9307953398404254
0.3633,0.4565,0.3806737588652482,0.102,0.916934705,0.8905423480000001,0.915880159574468,0.979399641,"[0, 1, 3, 5, 6, 9, 10, 11]",0.3256184397163121,0.925689213393617
0.3294,0.4141,0.3730496453900709,0.0989,0.925688504,0.903288879,0.916368060283688,0.980076135,"[0, 2, 3, 7, 8, 9, 10, 11]",0.30386241134751774,0.931355394570922
0.3732,0.4802,0.3897163120567375,0.0972,0.913981401,0.882861414,0.9144998067375888,0.980015757,"[1, 2, 3, 4, 6, 9, 10, 11]",0.33507907801418435,0.9228395946843971
0.3302,0.4214,0.3599290780141844,0.0877,0.924701731,0.899850155,0.919949365248227,0.981668343,"[0, 2, 4, 6, 8, 9, 10, 11]",0.2998072695035461,0.9315423985620568
0.3834,0.4853,0.3636524822695035,0.0903,0.913574856,0.8843459490000001,0.9199536329787236,0.981217522,"[2, 3, 4, 5, 6, 8, 10, 11]",0.3306631205673759,0.9247729899946809
0.3456,0.4297,0.3468085106382979,0.1038,0.921672676,0.8988999449999999,0.923239769503546,0.97878791,"[1, 2, 5, 6, 7, 8, 10, 11]",0.30647712765957447,0.9306500751258865
0.3559,0.4459,0.3728723404255319,0.0964,0.918016749,0.8921823369999999,0.9164762730496454,0.980370853,"[0, 1, 4, 5, 7, 9, 10, 11]",0.317768085106383,0.9267615530124114
0.3305,0.4144,0.375531914893617,0.0969,0.925425122,0.902964955,0.9154707340425532,0.980199057,"[1, 2, 3, 7, 8, 9, 10, 11]",0.30433297872340426,0.9310149670106382
0.3312,0.4223,0.3638297872340426,0.0872,0.924456642,0.899561137,0.9191081276595744,0.981791723,"[1, 2, 4, 6, 8, 9, 10, 11]",0.30113244680851065,0.9312294074148937
0.329,0.4163,0.3680851063829787,0.092,0.925528733,0.90216364,0.9182803457446808,0.981283015,"[0, 2, 4, 7, 8, 9, 10, 11]",0.3013462765957447,0.9318139334361701
0.3682,0.462,0.3831560283687943,0.0996,0.915742928,0.8892975700000001,0.9148041418439716,0.979737673,"[0, 2, 3, 5, 7, 9, 10, 11]",0.32823900709219855,0.9248955782109929
0.3471,0.4377,0.3792553191489362,0.0796,0.920354887,0.895294514,0.9154940921985816,0.983188909,"[0, 3, 4, 5, 8, 9, 10, 11]",0.31091382978723403,0.9285831005496453
0.3292,0.4172,0.3718085106382979,0.0912,0.925282349,0.901861755,0.917435,0.9813987430000002,"[1, 2, 4, 7, 8, 9, 10, 11]",0.3023521276595745,0.93149446175
0.338,0.4294,0.3590425531914893,0.1083,0.923101529,0.8976939939999999,0.9215355531914894,0.978266175,"[0, 1, 3, 6, 7, 9, 10, 11]",0.3086856382978724,0.9301493127978723
0.3629,0.4588,0.3721631205673759,0.0946,0.916420029,0.888946635,0.9173659060283688,0.980454123,"[0, 1, 4, 5, 6, 9, 10, 11]",0.322115780141844,0.9257966732570923
0.3682,0.4629,0.3870567375886525,0.0997,0.915464316,0.888977015,0.913848340425532,0.979850308,"[1, 2, 3, 5, 7, 9, 10, 11]",0.3294641843971631,0.924534994856383
0.3205,0.3956,0.3576241134751773,0.0924,0.92644905,0.905697855,0.9197048634751772,0.98097099,"[0, 1, 5, 6, 8, 9, 10, 11]",0.2915310283687943,0.9332056896187942
0.35,0.4404,0.3859929078014184,0.0797,0.920066558,0.8949704470000001,0.914560579787234,0.983279202,"[1, 3, 4, 5, 8, 9, 10, 11]",0.31402322695035456,0.9282191966968085
0.3542,0.4512,0.3397163120567376,0.0956,0.920121915,0.891740569,0.9257823138297872,0.980233623,"[2, 3, 4, 6, 7, 8, 10, 11]",0.3101790780141844,0.9294696052074468
0.3875,0.4903,0.3492907801418439,0.1044,0.912008278,0.8810358799999999,0.9242922730496456,0.978789085,"[0, 3, 4, 5, 6, 7, 10, 11]",0.332872695035461,0.9240313790124113
0.367,0.4632,0.3726950354609929,0.0928,0.915331095,0.887872438,0.916411840425532,0.980807564,"[0, 2, 4, 5, 7, 9, 10, 11]",0.32392375886524827,0.925105734356383
0.373,0.4725,0.3812056737588652,0.0983,0.914017221,0.885927076,0.9156064379432622,0.979749958,"[0, 2, 3, 5, 6, 9, 10, 11]",0.3312514184397163,0.9238251732358156
0.3178,0.392,0.3654255319148936,0.0955,0.927297105,0.907984763,0.9180428758865248,0.980589153,"[0, 1, 5, 7, 8, 9, 10, 11]",0.29268138297872337,0.9334784742216312
0.3393,0.4315,0.3478723404255319,0.1006,0.92284691,0.896347168,0.9232885265957448,0.979471382,"[0, 1, 4, 6, 7, 9, 10, 11]",0.304818085106383,0.9304884966489362
0.3876,0.4899,0.3531914893617021,0.1032,0.911732348,0.880694141,0.9233761719858156,0.978897282,"[1, 3, 4, 5, 6, 7, 10, 11]",0.3334728723404255,0.9236749857464539
0.3426,0.4322,0.3379432624113475,0.1002,0.922693116,0.8989567999999999,0.9266795177304964,0.979562979,"[0, 3, 5, 6, 7, 8, 10, 11]",0.30323581560283686,0.9319731031826242
